Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
"Hello? Oh, uh, Rachel, it's the Visa card people.",Chandler,Neutral,16,6
"Oh, okay. Will you take my place?",Rachel,Neutral,16,7
"Alright. Yes, this is Rachel.",Chandler,Neutral,16,8
"Nooo! Hello? Oh, yeah, no, I know, I-I haven't been using it much. Oh, well, thanks, but, I'm okay, really.",Rachel,Neutral,16,9
Green. To the green.,Ross,Neutral,16,10
I've got magic beans. Never-never mind.,Rachel,Neutral,16,11
"To the left, to the left- aww!",Chandler,Joyful,16,12
Ohhh... I'm fine.,Rachel,Neutral,16,13
Would you let it go? It's not that big a deal.,Monica,Mad,1,0
"Not that big a deal? It's amazing. Ok, you just reach in there, there's one little maneuver, and bam, a bra right out the sleeve. All right, as far as I'm concerned, there is nothing a guy can do that even comes close. Am I right?",Ross,Mad,1,1
Come on! You guys can pee standing up.,Rachel,Mad,1,2
"We can? All right, I'm tryin' that.",Chandler,Peaceful,1,3
"Ok, you know what blows my mind? Women can see breasts any time they want. You just look down and there they are. How you get any work done is beyond me.",Joey,Neutral,1,4
"Oh, ok, you know what I don't get? The way guys can do so many mean things, and then not even care.",Phoebe,Mad,1,5
Multiple orgasms!,Ross,Neutral,1,7
"Monica, I'm tellin' you, this guy is perfect for you.",Joey,Joyful,3,0
Forget it. Not after your cousin who could belch the alphabet.,Monica,Mad,3,1
"Come on. This guy's great. His name's Bob. He's Angela's... brother. He's smart, he's sophisticated, and he has a real job. Me, I go on three auditions a month and call myself an actor, but Bob is...",Joey,Joyful,3,2
"Oh, god help us.",Monica,Scared,3,3
What?,Joey,Neutral,3,4
Ugly Naked Guy's laying kitchen tile. Eww!,Monica,Mad,3,5
"Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me.",Joey,Sad,3,6
What's going on here? You go out with tons of girls.,Monica,Neutral,3,7
"I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?",Joey,Sad,3,8
"Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel.",Ross,Neutral,4,0
"Oh. Well, hold on camper, are you sure you've thought this thing through?",Chandler,Neutral,4,1
It's laundry. The thinking through is minimal.,Ross,Neutral,4,2
"It's just you and Rachel, just the two of you? This is a date. You're going on a date.",Chandler,Joyful,4,3
Nuh-uh.,Ross,Neutral,4,4
Yuh-huh.,Chandler,Neutral,4,5
"So what're you saying here? I should shave again, pick up some wine, what?",Ross,Scared,4,6
"Well, you may wanna rethink the dirty underwear. This is basically the first time she's gonna see your underwearyou want it to be dirty?",Chandler,Joyful,4,7
No.,Ross,Neutral,4,8
"Oh, and uh, the fabric softener?",Chandler,Neutral,4,9
"Ok, ok, now what is wrong with my Snuggles? What, it says I'm a sensitive, warm kinda guy, you know, like a warm, fuzzy bear. Ok, I can pick something else up on the way.",Ross,Peaceful,4,10
There you go.,Chandler,Peaceful,4,11
Thank you. So what does this Bob guy look like? Is he tall? Short?,Monica,Joyful,5,0
Yep.,Joey,Neutral,5,1
Which?,Monica,Neutral,5,2
Which what?,Joey,Neutral,5,3
"You've never met Bob, have you?",Monica,Mad,5,4
"No, but he's...",Joey,Neutral,5,5
"Oh my god, Joey, for all we know this guy could be horribly...",Monica,Scared,5,6
"Hey, Joey.",Angela,Neutral,5,8
...horribly attractive. I'll be shutting up now.,Monica,Sad,5,9
Where are they? Where are they?,Chandler,Scared,6,0
This is nice. We never do anything just the two of us.,Phoebe,Joyful,6,1
It's great. Maybe tomorrow we can rent a car and run over some puppies.,Chandler,Joyful,6,2
"Eww, I don't wanna do that.",Phoebe,Mad,6,3
Here we go.,Chandler,Neutral,6,5
"Ok, have a good break-up.",Phoebe,Neutral,6,6
"Hey, Janice.",Chandler,Neutral,6,7
"Oh, my god, I am so glad you called me. I had the most supremely awful day.",Janice,Sad,6,8
"Hey, that's not good. Can I get an espresso and a latte over here, please?",Chandler,Neutral,6,9
"We got the proofs back from that photo shoot, you know, the one with the little vegetables. Anyway, they pretty much sucked, so, I blew off the rest of the day, and I went shopping... ... and I got you, I'm looking, I'm looking, I'm looking, I got you...",Janice,Neutral,6,10
What?,Chandler,Neutral,6,12
What?,Janice,Neutral,6,13
What... did you get me there?,Chandler,Neutral,6,14
I got you...these.,Janice,Neutral,6,15
Bullwinkle socks. That's so sweet.,Chandler,Joyful,6,16
"Well, I knew you had the Rockys, and so I figured, you know, you can wear Bullwinkle and Bullwinkle, or you can wear Rocky and Rocky,or, you can mix and match, moose and squirrel. Whatever you want.",Janice,Neutral,6,17
That's great.,Chandler,Joyful,6,18
"Well, I'm gonna get another espresso. Can I get you another latte?",Chandler,Neutral,6,20
"No, no, I'm still working on mine.",Janice,Neutral,6,21
That's it?,Chandler,Neutral,6,23
"Yeah, it was really hard.",Phoebe,Neutral,6,24
"Oh, yeah, that hug looked pretty brutal.",Chandler,Neutral,6,25
"Ok, you weren't there.",Phoebe,Neutral,6,26
"He is so cute. So, where did you guys grow up?",Monica,Joyful,8,0
Brooklyn Heights.,Angela,Neutral,8,1
Cleveland.,Bob,Neutral,8,2
"How, how did that happen?",Monica,Neutral,8,3
Oh my god.,Joey,Scared,8,4
What?,Monica,Neutral,8,5
I suddenly had the feeling that I was falling. But I'm not.,Joey,Scared,8,6
"So, you and Angela, huh?",Joey,Joyful,9,0
Yep. Pretty much.,Bob,Joyful,9,1
"You're a lucky man. You know what I miss the most about her? That cute nibbly noise when she eats. Like a happy little squirrel, or a weasel.",Joey,Joyful,9,2
"Huh, I never really noticed.",Bob,Neutral,9,3
"Oh, yeah, yeah, listen for it.",Joey,Joyful,9,4
"Monica, Monica is great.",Bob,Joyful,9,5
"Yeah, but it's not gonna last. She's too much for me in bed. Sexually.",Joey,Joyful,9,6
"I've gotta tell you, Bob is terrific.",Monica,Joyful,10,0
"Yeah, isn't he?",Angela,Neutral,10,1
"It is so great to meet a guy who is smart and funny, and has an emotional age beyond, like eight.",Monica,Joyful,10,2
You know what else? He's unbelievable in bed.,Angela,Joyful,10,3
Wow. My brother never even told me when he lost his virginity.,Monica,Joyful,10,4
Huh. That's nice.,Angela,Neutral,10,5
"Ok, I know this is gonna sound really stupid, but I feel that if I can do this, you know, if I can actually do my own laundry, there isn't anything I can't do.",Rachel,Powerful,12,0
"That does not sound stupid to me. You know, it's like the first time I had to make dinner for myself, after Carol left me? I'm sorry, that's all the time we have. Next on Ross... Uh-oh.",Ross,Scared,12,1
What uh-oh?,Rachel,Scared,12,2
"Uh-oh, uh-oh, the laundry's done. It's, uh, it's a song. The laundry song that we sing. Uh-oh the laundry's done, uh-oh, uh-oh.",Ross,Scared,12,3
"Ross, what's the matter?",Rachel,Scared,12,4
"Nothing, nothing. Lee-lo, the laundry's done.",Ross,Mad,12,5
"Come on, show me.",Rachel,Scared,12,6
"All right, all right, it's just that you left a red sock in with all your whites, and now, everything's kinda pink.",Ross,Sad,12,7
"Oh, everything's pink.",Rachel,Sad,12,8
"Yeah, uh, except for the red sock, which is still red. I'm sorry, please don't be upset, it could happen to anyone.",Ross,Sad,12,9
"Except it didn't. It happened to me. Oh, god, I'm gonna look like a big marshmallow peep. What am I doing? What am I doing? My father's right. I can't live on my own! I can't even do laundry!",Rachel,Sad,12,10
"Something went wrong with Underdog, and they couldn't get his head to inflate. So anyway, um, his head is like flopping down Broadway, right, and I'm just thinking... how inappropriate this is. Um, I've got something in my eye, uh, Joey, could we check it in the light, please?",Monica,Scared,13,0
Oh my god.,Monica,Scared,13,2
What?,Joey,Neutral,13,3
Hello! Were we at the same table? It's like... cocktails in Appalachia.,Monica,Neutral,13,4
"Come on, they're close.",Joey,Neutral,13,5
Close? She's got her tongue in his ear.,Monica,Powerful,13,6
"Oh, like you've never gotten a little rambunctious with Ross.",Joey,Peaceful,13,7
"Joey, this is sick, it's disgusting, it's, it'snot really true, is it?",Monica,Sad,13,8
"Well, who's to say what's true? I mean...",Joey,Neutral,13,9
"Oh my god, what were you thinking?",Monica,Mad,13,10
"All right, look, I'm not proud of this, ok? Well, maybe I am a little.",Joey,Neutral,13,11
Oh!,Monica,Neutral,13,12
Ow!,Joey,Joyful,13,13
I'm outta here.,Monica,Neutral,13,14
"Wait, wait, wait. You want him, I want her. He likes you.",Joey,Neutral,13,15
Really?,Monica,Neutral,13,16
"Yeah. I'm thinking, if we put our heads together, between the two of us, we can break them up.",Joey,Peaceful,13,17
"I'm so sorry, I can't believe I did this, but I couldn't stop laughing at your Norman Mailer story.",Monica,Scared,13,19
"Uh, waiter, one more plate of chicken wings over here.",Joey,Neutral,13,21
"Here's the thing, Janice. You know, I mean, it's like we're different. I'm like the bing, bing, bing. You're like the boom, boom, ... boom.",Chandler,Joyful,14,0
Ow!,Janice,Sad,14,1
"Oh, my god, I'm so sorry. Are you ok?",Chandler,Scared,14,2
"Ow. Um, it's just my lens. It's just my lens. I'll be right back.",Janice,Mad,14,3
I hit her in the eye! I hit her in the eye! This is the worst break-up in the history of the world.,Chandler,Joyful,14,5
Oh my god. How many of those have you had?,Phoebe,Scared,14,6
"Oh, I don't know, a million?",Chandler,Scared,14,7
"Chandler, easy, easy. Go to your happy place. La la la la la la la.",Phoebe,Joyful,14,8
I'm fine.,Chandler,Neutral,14,9
All right.,Phoebe,Neutral,14,10
I'm not fine. Here she comes.,Chandler,Scared,14,12
Wait here. Breathe.,Phoebe,Neutral,14,13
How do you do that?,Chandler,Scared,14,15
It's like a gift.,Phoebe,Joyful,14,16
We should always always break up together.,Chandler,Joyful,14,17
"Oh, I'd like that.",Phoebe,Joyful,14,18
You got the clothes clean. Now that's the important part.,Ross,Neutral,15,0
"Oh, I guess. Except everything looks like jammies now.",Rachel,Neutral,15,1
"Whoa, I'm sorry. Excuse me. We had this cart.",Rachel,Mad,15,3
"Yeah, well, I had a 24-inch waist. You lose things. Now come on, get outta my way.",Woman,Mad,15,4
"I'm sorry, you know, maybe I wasn't being clear. Uh, this is our cart.",Rachel,Mad,15,6
"Hey, hey, hey there aren't any clothes in it.",Woman,Mad,15,7
"Hey, hey, hey, hey, quit making up rules!",Rachel,Mad,15,8
Let go!,Woman,Mad,15,9
"All right, listen, missy. If you want this cart, you're gonna have to take me with it!",Rachel,Mad,15,11
Yes! Did you see that?,Rachel,Joyful,15,13
"You were incredible! Brand new woman, ladies and gentlemen.",Ross,Joyful,15,14
I could not have done this without you.,Rachel,Joyful,15,15
"Ok, um, uh, more clothes in the dryer? I'm fine, I'm fine.",Ross,Peaceful,15,17
Are you sure?,Rachel,Neutral,15,18
No.,Ross,Mad,15,19
"Oh, are you sure you're ok?",Rachel,Neutral,16,0
Yeah.,Ross,Neutral,16,1
Does it still hurt?,Rachel,Scared,16,2
Yeah.,Ross,Joyful,16,3
What a neat idea. All your clothes match. I'm gonna do this.,Phoebe,Joyful,16,4
Hi.,Monica,Neutral,16,6
"Hey, how'd it go?",Phoebe,Neutral,16,7
Excellent.,Joey,Joyful,16,8
"We ripped that couple apart, and kept the pieces for ourselves.",Monica,Neutral,16,9
"What a beautiful story. Hey, I'm fine by the way.",Ross,Mad,16,10
"Oh, I'm sorry.",Monica,Sad,16,11
Where's Chandler?,Rachel,Neutral,16,12
"Oh, he needed some time to grieve.",Phoebe,Neutral,16,13
I'm free! I'm free!,Chandler,Joyful,16,15
That oughta do it.,Phoebe,Neutral,16,16
"Ooh! Look! Look! Look! Look, there's Joey's picture! This is so exciting!",Rachel,Joyful,1,0
"You can always spot someone who's never seen one of his plays before. Notice, no fear, no sense of impending doom...",Chandler,Neutral,1,1
"The exclamation point in the title scares me. Y'know, it's not just Freud, it's Freud!",Phoebe,Joyful,1,2
"Oh, shhh, shh. Magic is about to happen.",Ross,Peaceful,1,4
"Vell, Eva, ve've done some excellent vork here, and I vould have to say, your pwoblem is qviiite clear.",Joey,Neutral,1,6
"All you want is a dingle, What you envy's a schwang, A thing through which you can tinkle, Or play with, or simply let hang...",Joey,Joyful,1,7
"Alright, alright, alright...",Monica,Neutral,5,0
Here. I need to borrow some moisturizer.,Joey,Neutral,5,2
For what?,Monica,Neutral,5,3
Whaddya think? Today's the big day!,Joey,Joyful,5,4
"Oh my God. Okay, go into the bathroom, use whatever you want, just don't ever tell me what you did in there.",Monica,Scared,5,5
Thank you!,Joey,Joyful,5,6
Where's Joey? His mom's on the phone.,Chandler,Neutral,5,8
He's in the bathroom. I don't think you wanna go in there!,Monica,Joyful,5,9
"C'mon, we're roommates! My eyes!! My eyes!!",Chandler,Scared,5,10
I warned you...,Monica,Neutral,5,11
Who is being loud?,Rachel,Mad,5,13
"Oh, that would be Monica. Hey, listen, I wanna borrow a coupla things, Aurora spent the night, I really wanna make her breakfast.",Chandler,Neutral,5,14
"Oh, you got the whole night, huh?",Monica,Neutral,5,15
"Yeah, well, I only have twenty minutes until Ethan, so, y'know..",Chandler,Neutral,5,16
"Ooh, do I sense a little bit of resentment?",Rachel,Neutral,5,17
"No, no resentment, believe me, it's worth it. 'Kay? Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life? Well, every- single- second is like that with Aurora.. and I've just wasted about thirty-five of them talking to you people, so, uh.. Monica, can you help me with the door?",Chandler,Neutral,5,18
"Sure. Oh, um, Chandler? Y'know, the-the old Monica would-would remind you to scrub that Teflon pan with a plastic brush...But I'm not gonna do that.",Monica,Neutral,5,19
"...Dammit, hire the girl! Okay, everybody ready?",Director,Powerful,6,0
"Uh, listen, I just wanna thank you for this great opportunity.",Joey,Scared,6,1
Lose the robe.,Director,Powerful,6,2
Me?,Joey,Scared,6,3
That would work.,Director,Powerful,6,4
Right. Okay. Losing the robe. And the robe is lost.,Joey,Scared,6,5
"Okay, everybody, we'd like to get this in one take, please. Let's roll it.. water's working .. and... action.",Director,Powerful,6,6
"And cut. Hey, Butt Guy, what the hell are you doing?",Director,Mad,6,8
"Well, I'm- I'm showering.",Joey,Scared,6,9
"No, that was clenching.",Director,Mad,6,10
"Oh. Well, the way I see it, the guy's upset here, y'know? I mean, his wife's dead, his brother's missing... I think his butt would be angry here.",Joey,Scared,6,11
"I think his butt would like to get this shot before lunch. Once again, rolling... water working... and action....and cut. What was that?",Director,Mad,6,12
I was going for quiet desperation. But if you have to ask...,Joey,Mad,6,13
"Wow, this is so cool, you guys. The entire city is blacked out!",Rachel,Joyful,3,0
"Mom says it's all of Manhattan, parts of Brooklyn and Queens, and they have no idea when it's coming back on.",Monica,Scared,3,1
"Wow, you guys, this is big.",Rachel,Joyful,3,2
"Pants and a sweater? Why, mom? Who am I gonna meet in a blackout? Power company guys? Eligible looters? Could we talk about this later? OK.",Monica,Mad,3,3
Can I borrow the phone? I want to call my apartment and check on my grandma. What's my number?,Phoebe,Scared,3,4
"Well, I never call me.",Phoebe,Neutral,3,6
"Oh my God, it's that Victoria's Secret model. Something... something Goodacre.",Chandler,Joyful,4,0
"Hi Mom, it's Jill.",Jill,Neutral,4,1
"She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre! Is it a vestibule? Maybe it's an atrium. Oh, yeah, that is the part to focus on, you idiot!",Chandler,Scared,4,2
"Yeah, I'm fine. I'm just stuck at the bank, in an ATM vestibule.",Jill,Neutral,4,3
Jill says vestibule... I'm going with vestibule.,Chandler,Neutral,4,4
"I'm fine. No, I'm not alone... I don't know, some guy.",Jill,Neutral,4,5
"Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was some guy.",Chandler,Joyful,4,6
Hi everyone.,Joey,Neutral,5,0
"And officiating at tonight's blackout, is Rabbi Tribbiani.",Ross,Neutral,5,1
"Well, Chandler's old roomate was Jewish, and these are the only candles we have, so... Happy Chanukah, everyone.",Joey,Joyful,5,2
"Eww, look. Ugly Naked Guy lit a bunch of candles.",Phoebe,Mad,5,3
That had to hurt!,Rachel,Sad,5,5
"Alright, alright, alright. It's been fourteen and a half minutes and you still have not said one word. Oh God, do something. Just make contact, smile!",Chandler,Joyful,6,0
There you go!,Chandler,Joyful,6,2
You're definitely scaring here.,Chandler,Scared,6,4
Would you like to call somebody?,Jill,Joyful,6,5
"Yeah, about 300 guys I went to high school with. Yeah, thanks.",Chandler,Joyful,6,6
Hello?,Monica,Neutral,7,0
"Hey, it's me.",Chandler,Neutral,7,1
It's Chandler! Are you OK?,Monica,Scared,7,2
"Yeah, I'm fine. I'm trppd in an ATM vstbl wth Jll Gdcr.",Chandler,Sad,7,3
What?,Monica,Scared,7,4
I'm trppd... in an ATM vstbl... wth Jll Gdcr!,Chandler,Scared,7,5
I have no idea what you just said.,Monica,Scared,7,6
Put Joey on the phone.,Chandler,Mad,7,7
